case,activity,timestamp,completeTime
231,B,2019/01/13 13:33:11.285,2019/01/13 13:33:11.285
230,F,2019/01/13 13:37:25.449,2019/01/13 13:37:25.449
233,A,2019/01/13 13:40:00.000,2019/01/13 13:40:00.000
226,F,2019/01/13 13:44:14.505,2019/01/13 13:44:14.505
221,M,2019/01/13 13:45:41.077,2019/01/13 13:45:41.077
227,D,2019/01/13 13:47:37.711,2019/01/13 13:47:37.711
232,D,2019/01/13 13:50:11.085,2019/01/13 13:50:11.085
229,A,2019/01/13 13:52:17.797,2019/01/13 13:52:17.797
217,F,2019/01/13 13:52:43.582,2019/01/13 13:52:43.582
228,G,2019/01/13 13:56:44.715,2019/01/13 13:56:44.715
231,C,2019/01/13 13:59:07.199,2019/01/13 13:59:07.199
220,E,2019/01/13 13:59:20.746,2019/01/13 13:59:20.746
222,M,2019/01/13 13:59:22.122,2019/01/13 13:59:22.122
234,A,2019/01/13 14:00:00.000,2019/01/13 14:00:00.000
225,J,2019/01/13 14:03:37.438,2019/01/13 14:03:37.438
230,E,2019/01/13 14:09:48.432,2019/01/13 14:09:48.432
233,B,2019/01/13 14:10:37.987,2019/01/13 14:10:37.987
226,E,2019/01/13 14:12:55.142,2019/01/13 14:12:55.142
221,N,2019/01/13 14:16:24.817,2019/01/13 14:16:24.817
227,F,2019/01/13 14:19:54.131,2019/01/13 14:19:54.131
235,A,2019/01/13 14:20:00.000,2019/01/13 14:20:00.000
217,E,2019/01/13 14:21:39.783,2019/01/13 14:21:39.783
232,F,2019/01/13 14:25:40.816,2019/01/13 14:25:40.816
229,B,2019/01/13 14:25:50.956,2019/01/13 14:25:50.956
234,B,2019/01/13 14:26:27.524,2019/01/13 14:26:27.524
231,A,2019/01/13 14:30:15.750,2019/01/13 14:30:15.750
222,N,2019/01/13 14:30:38.801,2019/01/13 14:30:38.801
220,G,2019/01/13 14:31:06.781,2019/01/13 14:31:06.781
225,L,2019/01/13 14:36:58.922,2019/01/13 14:36:58.922
236,A,2019/01/13 14:40:00.000,2019/01/13 14:40:00.000
233,C,2019/01/13 14:41:26.335,2019/01/13 14:41:26.335
235,B,2019/01/13 14:42:14.698,2019/01/13 14:42:14.698
230,G,2019/01/13 14:42:15.015,2019/01/13 14:42:15.015
226,G,2019/01/13 14:43:05.038,2019/01/13 14:43:05.038
217,G,2019/01/13 14:44:11.564,2019/01/13 14:44:11.564
227,E,2019/01/13 14:46:24.629,2019/01/13 14:46:24.629
229,C,2019/01/13 14:53:21.502,2019/01/13 14:53:21.502
232,E,2019/01/13 14:53:54.150,2019/01/13 14:53:54.150
234,C,2019/01/13 14:54:10.023,2019/01/13 14:54:10.023
231,D,2019/01/13 14:56:19.403,2019/01/13 14:56:19.403
220,H,2019/01/13 15:03:30.820,2019/01/13 15:03:30.820
225,M,2019/01/13 15:07:10.131,2019/01/13 15:07:10.131
233,A,2019/01/13 15:07:34.184,2019/01/13 15:07:34.184
230,H,2019/01/13 15:09:22.896,2019/01/13 15:09:22.896
236,B,2019/01/13 15:11:31.817,2019/01/13 15:11:31.817
226,H,2019/01/13 15:12:41.269,2019/01/13 15:12:41.269
227,G,2019/01/13 15:14:11.556,2019/01/13 15:14:11.556
235,C,2019/01/13 15:14:14.018,2019/01/13 15:14:14.018
217,I,2019/01/13 15:15:37.962,2019/01/13 15:15:37.962
238,A,2019/01/13 15:20:00.000,2019/01/13 15:20:00.000
232,G,2019/01/13 15:22:31.781,2019/01/13 15:22:31.781
229,A,2019/01/13 15:24:42.795,2019/01/13 15:24:42.795
234,A,2019/01/13 15:24:47.178,2019/01/13 15:24:47.178
231,F,2019/01/13 15:30:22.425,2019/01/13 15:30:22.425
233,D,2019/01/13 15:31:10.591,2019/01/13 15:31:10.591
236,C,2019/01/13 15:38:19.376,2019/01/13 15:38:19.376
227,H,2019/01/13 15:41:01.121,2019/01/13 15:41:01.121
225,N,2019/01/13 15:42:09.214,2019/01/13 15:42:09.214
235,A,2019/01/13 15:42:45.569,2019/01/13 15:42:45.569
238,D,2019/01/13 15:46:33.296,2019/01/13 15:46:33.296
217,J,2019/01/13 15:49:23.819,2019/01/13 15:49:23.819
234,D,2019/01/13 15:50:45.032,2019/01/13 15:50:45.032
232,I,2019/01/13 15:56:26.560,2019/01/13 15:56:26.560
229,D,2019/01/13 15:56:59.201,2019/01/13 15:56:59.201
231,E,2019/01/13 15:58:11.035,2019/01/13 15:58:11.035
233,F,2019/01/13 15:59:51.496,2019/01/13 15:59:51.496
240,A,2019/01/13 16:00:00.000,2019/01/13 16:00:00.000
236,A,2019/01/13 16:08:23.022,2019/01/13 16:08:23.022
238,F,2019/01/13 16:16:15.973,2019/01/13 16:16:15.973
235,B,2019/01/13 16:18:12.298,2019/01/13 16:18:12.298
217,K,2019/01/13 16:19:41.810,2019/01/13 16:19:41.810
241,A,2019/01/13 16:20:00.000,2019/01/13 16:20:00.000
234,F,2019/01/13 16:21:58.192,2019/01/13 16:21:58.192
240,D,2019/01/13 16:25:04.686,2019/01/13 16:25:04.686
232,J,2019/01/13 16:25:09.743,2019/01/13 16:25:09.743
233,E,2019/01/13 16:26:01.054,2019/01/13 16:26:01.054
231,G,2019/01/13 16:27:02.013,2019/01/13 16:27:02.013
229,F,2019/01/13 16:30:36.944,2019/01/13 16:30:36.944
237,E,2019/01/13 16:31:49.165,2019/01/13 16:31:49.165
236,D,2019/01/13 16:38:03.663,2019/01/13 16:38:03.663
242,A,2019/01/13 16:40:00.000,2019/01/13 16:40:00.000
241,B,2019/01/13 16:46:13.941,2019/01/13 16:46:13.941
235,C,2019/01/13 16:47:04.892,2019/01/13 16:47:04.892
234,E,2019/01/13 16:47:06.848,2019/01/13 16:47:06.848
238,E,2019/01/13 16:48:05.206,2019/01/13 16:48:05.206
217,M,2019/01/13 16:48:59.840,2019/01/13 16:48:59.840
233,G,2019/01/13 16:52:07.415,2019/01/13 16:52:07.415
240,F,2019/01/13 16:54:11.457,2019/01/13 16:54:11.457
231,H,2019/01/13 16:55:33.474,2019/01/13 16:55:33.474
229,E,2019/01/13 16:56:31.200,2019/01/13 16:56:31.200
237,G,2019/01/13 16:58:31.024,2019/01/13 16:58:31.024
243,A,2019/01/13 17:00:00.000,2019/01/13 17:00:00.000
232,K,2019/01/13 17:00:04.513,2019/01/13 17:00:04.513
236,F,2019/01/13 17:09:29.056,2019/01/13 17:09:29.056
234,G,2019/01/13 17:13:16.724,2019/01/13 17:13:16.724
238,G,2019/01/13 17:14:30.659,2019/01/13 17:14:30.659
242,D,2019/01/13 17:14:38.066,2019/01/13 17:14:38.066
217,O,2019/01/13 17:16:58.562,2019/01/13 17:16:58.562
235,A,2019/01/13 17:18:15.167,2019/01/13 17:18:15.167
241,C,2019/01/13 17:19:51.170,2019/01/13 17:19:51.170
244,A,2019/01/13 17:20:00.000,2019/01/13 17:20:00.000
233,H,2019/01/13 17:21:25.668,2019/01/13 17:21:25.668
237,H,2019/01/13 17:23:00.381,2019/01/13 17:23:00.381
240,E,2019/01/13 17:25:42.760,2019/01/13 17:25:42.760
229,G,2019/01/13 17:28:18.770,2019/01/13 17:28:18.770
232,M,2019/01/13 17:28:38.040,2019/01/13 17:28:38.040
243,D,2019/01/13 17:32:56.985,2019/01/13 17:32:56.985
236,E,2019/01/13 17:37:42.804,2019/01/13 17:37:42.804
234,I,2019/01/13 17:38:33.462,2019/01/13 17:38:33.462
245,A,2019/01/13 17:40:00.000,2019/01/13 17:40:00.000
238,H,2019/01/13 17:40:52.706,2019/01/13 17:40:52.706
242,F,2019/01/13 17:46:11.217,2019/01/13 17:46:11.217
241,A,2019/01/13 17:51:43.322,2019/01/13 17:51:43.322
244,D,2019/01/13 17:52:05.038,2019/01/13 17:52:05.038
235,D,2019/01/13 17:52:51.038,2019/01/13 17:52:51.038
240,G,2019/01/13 17:56:59.534,2019/01/13 17:56:59.534
232,N,2019/01/13 17:57:37.986,2019/01/13 17:57:37.986
229,I,2019/01/13 17:58:00.007,2019/01/13 17:58:00.007
246,A,2019/01/13 18:00:00.000,2019/01/13 18:00:00.000
243,F,2019/01/13 18:00:38.994,2019/01/13 18:00:38.994
239,I,2019/01/13 18:01:16.587,2019/01/13 18:01:16.587
234,J,2019/01/13 18:02:09.446,2019/01/13 18:02:09.446
236,G,2019/01/13 18:03:51.621,2019/01/13 18:03:51.621
245,B,2019/01/13 18:10:43.435,2019/01/13 18:10:43.435
242,E,2019/01/13 18:12:44.136,2019/01/13 18:12:44.136
244,F,2019/01/13 18:17:58.607,2019/01/13 18:17:58.607
247,A,2019/01/13 18:20:00.000,2019/01/13 18:20:00.000
235,F,2019/01/13 18:23:40.094,2019/01/13 18:23:40.094
241,B,2019/01/13 18:24:32.833,2019/01/13 18:24:32.833
229,J,2019/01/13 18:27:35.482,2019/01/13 18:27:35.482
243,E,2019/01/13 18:28:02.055,2019/01/13 18:28:02.055
240,H,2019/01/13 18:28:18.166,2019/01/13 18:28:18.166
236,I,2019/01/13 18:29:17.265,2019/01/13 18:29:17.265
239,J,2019/01/13 18:29:34.436,2019/01/13 18:29:34.436
246,B,2019/01/13 18:31:56.569,2019/01/13 18:31:56.569
234,K,2019/01/13 18:34:56.153,2019/01/13 18:34:56.153
242,G,2019/01/13 18:39:55.275,2019/01/13 18:39:55.275
245,C,2019/01/13 18:40:08.853,2019/01/13 18:40:08.853
244,E,2019/01/13 18:47:04.110,2019/01/13 18:47:04.110
235,E,2019/01/13 18:47:39.376,2019/01/13 18:47:39.376
247,D,2019/01/13 18:49:10.745,2019/01/13 18:49:10.745
241,C,2019/01/13 18:56:18.310,2019/01/13 18:56:18.310
236,J,2019/01/13 18:57:54.343,2019/01/13 18:57:54.343
239,K,2019/01/13 18:59:00.350,2019/01/13 18:59:00.350
249,A,2019/01/13 19:00:00.000,2019/01/13 19:00:00.000
229,L,2019/01/13 19:01:35.734,2019/01/13 19:01:35.734
246,C,2019/01/13 19:04:05.984,2019/01/13 19:04:05.984
243,G,2019/01/13 19:04:07.876,2019/01/13 19:04:07.876
245,A,2019/01/13 19:04:58.999,2019/01/13 19:04:58.999
234,M,2019/01/13 19:05:36.277,2019/01/13 19:05:36.277
242,I,2019/01/13 19:05:40.472,2019/01/13 19:05:40.472
247,F,2019/01/13 19:17:01.654,2019/01/13 19:17:01.654
235,G,2019/01/13 19:18:51.025,2019/01/13 19:18:51.025
244,G,2019/01/13 19:21:58.726,2019/01/13 19:21:58.726
241,A,2019/01/13 19:25:43.743,2019/01/13 19:25:43.743
229,M,2019/01/13 19:27:20.346,2019/01/13 19:27:20.346
239,M,2019/01/13 19:28:13.798,2019/01/13 19:28:13.798
249,B,2019/01/13 19:29:40.453,2019/01/13 19:29:40.453
236,K,2019/01/13 19:30:59.493,2019/01/13 19:30:59.493
234,N,2019/01/13 19:36:12.007,2019/01/13 19:36:12.007
246,A,2019/01/13 19:37:25.290,2019/01/13 19:37:25.290
242,J,2019/01/13 19:37:54.870,2019/01/13 19:37:54.870
243,I,2019/01/13 19:40:33.902,2019/01/13 19:40:33.902
245,D,2019/01/13 19:40:50.983,2019/01/13 19:40:50.983
244,H,2019/01/13 19:47:13.375,2019/01/13 19:47:13.375
235,I,2019/01/13 19:50:53.331,2019/01/13 19:50:53.331
247,E,2019/01/13 19:54:15.973,2019/01/13 19:54:15.973
229,N,2019/01/13 19:54:21.172,2019/01/13 19:54:21.172
236,M,2019/01/13 19:57:43.110,2019/01/13 19:57:43.110
241,B,2019/01/13 19:58:47.967,2019/01/13 19:58:47.967
249,C,2019/01/13 20:00:15.655,2019/01/13 20:00:15.655
239,O,2019/01/13 20:03:20.058,2019/01/13 20:03:20.058
245,F,2019/01/13 20:06:09.697,2019/01/13 20:06:09.697
246,D,2019/01/13 20:07:16.633,2019/01/13 20:07:16.633
242,K,2019/01/13 20:11:16.355,2019/01/13 20:11:16.355
243,J,2019/01/13 20:14:07.297,2019/01/13 20:14:07.297
235,J,2019/01/13 20:19:41.770,2019/01/13 20:19:41.770
236,N,2019/01/13 20:27:20.125,2019/01/13 20:27:20.125
241,C,2019/01/13 20:29:25.473,2019/01/13 20:29:25.473
249,A,2019/01/13 20:30:42.141,2019/01/13 20:30:42.141
247,G,2019/01/13 20:31:35.566,2019/01/13 20:31:35.566
246,F,2019/01/13 20:39:16.497,2019/01/13 20:39:16.497
245,E,2019/01/13 20:44:32.428,2019/01/13 20:44:32.428
242,M,2019/01/13 20:45:38.259,2019/01/13 20:45:38.259
235,K,2019/01/13 20:47:05.885,2019/01/13 20:47:05.885
243,K,2019/01/13 20:47:30.412,2019/01/13 20:47:30.412
249,B,2019/01/13 20:59:46.681,2019/01/13 20:59:46.681
241,A,2019/01/13 21:04:08.503,2019/01/13 21:04:08.503
247,I,2019/01/13 21:05:36.860,2019/01/13 21:05:36.860
245,G,2019/01/13 21:08:47.596,2019/01/13 21:08:47.596
242,O,2019/01/13 21:12:20.540,2019/01/13 21:12:20.540
246,E,2019/01/13 21:12:46.634,2019/01/13 21:12:46.634
235,M,2019/01/13 21:17:49.290,2019/01/13 21:17:49.290
243,M,2019/01/13 21:18:30.337,2019/01/13 21:18:30.337
249,C,2019/01/13 21:30:15.987,2019/01/13 21:30:15.987
247,J,2019/01/13 21:35:58.301,2019/01/13 21:35:58.301
245,H,2019/01/13 21:36:05.721,2019/01/13 21:36:05.721
246,G,2019/01/13 21:40:38.989,2019/01/13 21:40:38.989
241,D,2019/01/13 21:40:41.799,2019/01/13 21:40:41.799
235,N,2019/01/13 21:46:58.751,2019/01/13 21:46:58.751
243,N,2019/01/13 21:50:58.439,2019/01/13 21:50:58.439
249,A,2019/01/13 21:57:55.835,2019/01/13 21:57:55.835
241,F,2019/01/13 22:04:37.147,2019/01/13 22:04:37.147
247,L,2019/01/13 22:08:16.881,2019/01/13 22:08:16.881
246,H,2019/01/13 22:08:32.265,2019/01/13 22:08:32.265
249,D,2019/01/13 22:27:35.253,2019/01/13 22:27:35.253
241,E,2019/01/13 22:30:07.582,2019/01/13 22:30:07.582
247,M,2019/01/13 22:38:15.883,2019/01/13 22:38:15.883
248,A,2019/01/13 22:54:59.064,2019/01/13 22:54:59.064
249,F,2019/01/13 22:59:20.616,2019/01/13 22:59:20.616
241,G,2019/01/13 23:06:33.666,2019/01/13 23:06:33.666
247,O,2019/01/13 23:06:45.924,2019/01/13 23:06:45.924
248,D,2019/01/13 23:24:21.088,2019/01/13 23:24:21.088
249,E,2019/01/13 23:30:10.349,2019/01/13 23:30:10.349
241,I,2019/01/13 23:31:36.352,2019/01/13 23:31:36.352
248,F,2019/01/13 23:56:56.877,2019/01/13 23:56:56.877
241,J,2019/01/14 00:02:27.331,2019/01/14 00:02:27.331
249,G,2019/01/14 00:05:44.187,2019/01/14 00:05:44.187
248,E,2019/01/14 00:26:55.412,2019/01/14 00:26:55.412
241,K,2019/01/14 00:35:46.203,2019/01/14 00:35:46.203
249,I,2019/01/14 00:36:43.781,2019/01/14 00:36:43.781
248,G,2019/01/14 01:02:02.841,2019/01/14 01:02:02.841
249,J,2019/01/14 01:02:54.926,2019/01/14 01:02:54.926
241,M,2019/01/14 01:05:08.066,2019/01/14 01:05:08.066
248,I,2019/01/14 01:25:42.407,2019/01/14 01:25:42.407
249,K,2019/01/14 01:31:42.866,2019/01/14 01:31:42.866
241,O,2019/01/14 01:33:18.377,2019/01/14 01:33:18.377
248,J,2019/01/14 01:52:47.867,2019/01/14 01:52:47.867
249,M,2019/01/14 02:04:45.868,2019/01/14 02:04:45.868
248,L,2019/01/14 02:22:19.600,2019/01/14 02:22:19.600
249,N,2019/01/14 02:37:14.941,2019/01/14 02:37:14.941
248,M,2019/01/14 02:55:31.333,2019/01/14 02:55:31.333
248,O,2019/01/14 03:21:57.444,2019/01/14 03:21:57.444
250,A,2019/01/14 04:00:00.000,2019/01/14 04:00:00.000
250,F,2019/01/14 04:32:37.844,2019/01/14 04:32:37.844
252,A,2019/01/14 04:40:00.000,2019/01/14 04:40:00.000
250,D,2019/01/14 05:02:30.844,2019/01/14 05:02:30.844
252,F,2019/01/14 05:10:24.573,2019/01/14 05:10:24.573
254,A,2019/01/14 05:20:00.000,2019/01/14 05:20:00.000
250,E,2019/01/14 05:33:43.383,2019/01/14 05:33:43.383
252,D,2019/01/14 05:38:00.840,2019/01/14 05:38:00.840
255,A,2019/01/14 05:40:00.000,2019/01/14 05:40:00.000
254,F,2019/01/14 05:46:17.743,2019/01/14 05:46:17.743
256,A,2019/01/14 06:00:00.000,2019/01/14 06:00:00.000
250,G,2019/01/14 06:00:37.640,2019/01/14 06:00:37.640
252,E,2019/01/14 06:09:38.725,2019/01/14 06:09:38.725
255,F,2019/01/14 06:13:49.546,2019/01/14 06:13:49.546
254,D,2019/01/14 06:15:36.294,2019/01/14 06:15:36.294
250,H,2019/01/14 06:23:36.094,2019/01/14 06:23:36.094
256,B,2019/01/14 06:28:46.999,2019/01/14 06:28:46.999
251,F,2019/01/14 06:29:35.285,2019/01/14 06:29:35.285
252,G,2019/01/14 06:35:30.724,2019/01/14 06:35:30.724
258,A,2019/01/14 06:40:00.000,2019/01/14 06:40:00.000
255,D,2019/01/14 06:46:25.114,2019/01/14 06:46:25.114
254,E,2019/01/14 06:49:24.059,2019/01/14 06:49:24.059
256,C,2019/01/14 06:56:01.220,2019/01/14 06:56:01.220
259,A,2019/01/14 07:00:00.000,2019/01/14 07:00:00.000
252,H,2019/01/14 07:01:50.455,2019/01/14 07:01:50.455
251,D,2019/01/14 07:03:47.232,2019/01/14 07:03:47.232
258,B,2019/01/14 07:09:02.358,2019/01/14 07:09:02.358
255,E,2019/01/14 07:16:52.783,2019/01/14 07:16:52.783
254,G,2019/01/14 07:19:02.942,2019/01/14 07:19:02.942
260,A,2019/01/14 07:20:00.000,2019/01/14 07:20:00.000
256,A,2019/01/14 07:22:21.983,2019/01/14 07:22:21.983
259,F,2019/01/14 07:33:11.227,2019/01/14 07:33:11.227
251,E,2019/01/14 07:36:00.824,2019/01/14 07:36:00.824
258,C,2019/01/14 07:36:56.560,2019/01/14 07:36:56.560
261,A,2019/01/14 07:40:00.000,2019/01/14 07:40:00.000
254,H,2019/01/14 07:43:09.173,2019/01/14 07:43:09.173
260,B,2019/01/14 07:47:43.269,2019/01/14 07:47:43.269
257,E,2019/01/14 07:48:57.110,2019/01/14 07:48:57.110
255,G,2019/01/14 07:49:26.281,2019/01/14 07:49:26.281
256,F,2019/01/14 07:52:43.791,2019/01/14 07:52:43.791
259,D,2019/01/14 07:56:18.105,2019/01/14 07:56:18.105
262,A,2019/01/14 08:00:00.000,2019/01/14 08:00:00.000
258,A,2019/01/14 08:02:01.452,2019/01/14 08:02:01.452
261,F,2019/01/14 08:06:27.348,2019/01/14 08:06:27.348
251,G,2019/01/14 08:10:39.938,2019/01/14 08:10:39.938
260,C,2019/01/14 08:14:41.753,2019/01/14 08:14:41.753
257,G,2019/01/14 08:15:41.721,2019/01/14 08:15:41.721
255,I,2019/01/14 08:16:17.203,2019/01/14 08:16:17.203
263,A,2019/01/14 08:20:00.000,2019/01/14 08:20:00.000
256,D,2019/01/14 08:22:05.599,2019/01/14 08:22:05.599
253,F,2019/01/14 08:23:05.183,2019/01/14 08:23:05.183
259,E,2019/01/14 08:26:13.836,2019/01/14 08:26:13.836
262,B,2019/01/14 08:28:00.262,2019/01/14 08:28:00.262
258,B,2019/01/14 08:31:26.110,2019/01/14 08:31:26.110
251,H,2019/01/14 08:38:07.052,2019/01/14 08:38:07.052
261,D,2019/01/14 08:39:03.433,2019/01/14 08:39:03.433
264,A,2019/01/14 08:40:00.000,2019/01/14 08:40:00.000
255,J,2019/01/14 08:40:17.390,2019/01/14 08:40:17.390
260,A,2019/01/14 08:42:51.283,2019/01/14 08:42:51.283
257,H,2019/01/14 08:44:58.872,2019/01/14 08:44:58.872
263,F,2019/01/14 08:49:23.693,2019/01/14 08:49:23.693
256,E,2019/01/14 08:49:54.883,2019/01/14 08:49:54.883
253,D,2019/01/14 08:52:11.009,2019/01/14 08:52:11.009
259,G,2019/01/14 08:58:56.998,2019/01/14 08:58:56.998
265,A,2019/01/14 09:00:00.000,2019/01/14 09:00:00.000
262,C,2019/01/14 09:01:13.104,2019/01/14 09:01:13.104
258,C,2019/01/14 09:04:59.435,2019/01/14 09:04:59.435
255,L,2019/01/14 09:05:45.130,2019/01/14 09:05:45.130
264,B,2019/01/14 09:09:32.186,2019/01/14 09:09:32.186
260,B,2019/01/14 09:09:37.745,2019/01/14 09:09:37.745
261,E,2019/01/14 09:12:50.490,2019/01/14 09:12:50.490
253,E,2019/01/14 09:16:16.413,2019/01/14 09:16:16.413
256,G,2019/01/14 09:19:15.593,2019/01/14 09:19:15.593
266,A,2019/01/14 09:20:00.000,2019/01/14 09:20:00.000
263,D,2019/01/14 09:22:43.263,2019/01/14 09:22:43.263
259,L,2019/01/14 09:27:10.981,2019/01/14 09:27:10.981
265,F,2019/01/14 09:30:39.858,2019/01/14 09:30:39.858
262,A,2019/01/14 09:33:07.350,2019/01/14 09:33:07.350
255,M,2019/01/14 09:37:24.708,2019/01/14 09:37:24.708
264,C,2019/01/14 09:39:45.165,2019/01/14 09:39:45.165
260,C,2019/01/14 09:39:51.797,2019/01/14 09:39:51.797
267,A,2019/01/14 09:40:00.000,2019/01/14 09:40:00.000
261,G,2019/01/14 09:41:49.110,2019/01/14 09:41:49.110
266,B,2019/01/14 09:42:21.152,2019/01/14 09:42:21.152
256,H,2019/01/14 09:44:42.012,2019/01/14 09:44:42.012
253,G,2019/01/14 09:47:25.735,2019/01/14 09:47:25.735
259,M,2019/01/14 09:50:56.672,2019/01/14 09:50:56.672
263,E,2019/01/14 09:52:50.967,2019/01/14 09:52:50.967
265,D,2019/01/14 09:59:26.249,2019/01/14 09:59:26.249
260,A,2019/01/14 10:08:25.680,2019/01/14 10:08:25.680
262,B,2019/01/14 10:08:49.198,2019/01/14 10:08:49.198
267,B,2019/01/14 10:10:45.866,2019/01/14 10:10:45.866
266,C,2019/01/14 10:11:36.862,2019/01/14 10:11:36.862
264,A,2019/01/14 10:11:48.987,2019/01/14 10:11:48.987
255,N,2019/01/14 10:14:43.614,2019/01/14 10:14:43.614
261,H,2019/01/14 10:15:09.671,2019/01/14 10:15:09.671
259,N,2019/01/14 10:17:49.930,2019/01/14 10:17:49.930
253,K,2019/01/14 10:21:52.666,2019/01/14 10:21:52.666
263,G,2019/01/14 10:28:26.839,2019/01/14 10:28:26.839
265,E,2019/01/14 10:29:24.764,2019/01/14 10:29:24.764
262,C,2019/01/14 10:35:11.475,2019/01/14 10:35:11.475
267,C,2019/01/14 10:38:12.932,2019/01/14 10:38:12.932
270,A,2019/01/14 10:40:00.000,2019/01/14 10:40:00.000
266,A,2019/01/14 10:41:26.863,2019/01/14 10:41:26.863
260,B,2019/01/14 10:42:08.842,2019/01/14 10:42:08.842
264,F,2019/01/14 10:45:14.848,2019/01/14 10:45:14.848
253,M,2019/01/14 10:52:26.608,2019/01/14 10:52:26.608
263,L,2019/01/14 10:57:23.533,2019/01/14 10:57:23.533
265,G,2019/01/14 10:58:34.816,2019/01/14 10:58:34.816
271,A,2019/01/14 11:00:00.000,2019/01/14 11:00:00.000
262,A,2019/01/14 11:03:56.047,2019/01/14 11:03:56.047
264,D,2019/01/14 11:08:44.654,2019/01/14 11:08:44.654
267,A,2019/01/14 11:09:28.412,2019/01/14 11:09:28.412
270,B,2019/01/14 11:10:34.977,2019/01/14 11:10:34.977
266,F,2019/01/14 11:12:18.613,2019/01/14 11:12:18.613
260,C,2019/01/14 11:14:32.621,2019/01/14 11:14:32.621
272,A,2019/01/14 11:20:00.000,2019/01/14 11:20:00.000
253,O,2019/01/14 11:24:39.789,2019/01/14 11:24:39.789
263,M,2019/01/14 11:26:09.600,2019/01/14 11:26:09.600
271,F,2019/01/14 11:28:28.473,2019/01/14 11:28:28.473
265,H,2019/01/14 11:29:07.983,2019/01/14 11:29:07.983
262,F,2019/01/14 11:30:09.817,2019/01/14 11:30:09.817
267,F,2019/01/14 11:34:46.745,2019/01/14 11:34:46.745
273,A,2019/01/14 11:40:00.000,2019/01/14 11:40:00.000
270,C,2019/01/14 11:40:10.262,2019/01/14 11:40:10.262
260,A,2019/01/14 11:44:06.714,2019/01/14 11:44:06.714
266,D,2019/01/14 11:45:07.133,2019/01/14 11:45:07.133
272,F,2019/01/14 11:53:43.382,2019/01/14 11:53:43.382
263,O,2019/01/14 11:55:35.503,2019/01/14 11:55:35.503
262,D,2019/01/14 11:55:43.198,2019/01/14 11:55:43.198
274,A,2019/01/14 12:00:00.000,2019/01/14 12:00:00.000
267,D,2019/01/14 12:00:47.489,2019/01/14 12:00:47.489
268,F,2019/01/14 12:03:53.410,2019/01/14 12:03:53.410
271,D,2019/01/14 12:05:20.711,2019/01/14 12:05:20.711
270,A,2019/01/14 12:06:03.369,2019/01/14 12:06:03.369
260,F,2019/01/14 12:10:29.601,2019/01/14 12:10:29.601
273,B,2019/01/14 12:11:15.529,2019/01/14 12:11:15.529
266,E,2019/01/14 12:14:40.535,2019/01/14 12:14:40.535
275,A,2019/01/14 12:20:00.000,2019/01/14 12:20:00.000
262,E,2019/01/14 12:25:48.794,2019/01/14 12:25:48.794
274,F,2019/01/14 12:27:56.425,2019/01/14 12:27:56.425
267,E,2019/01/14 12:29:24.752,2019/01/14 12:29:24.752
272,D,2019/01/14 12:30:23.671,2019/01/14 12:30:23.671
271,E,2019/01/14 12:33:51.055,2019/01/14 12:33:51.055
268,D,2019/01/14 12:34:25.243,2019/01/14 12:34:25.243
270,B,2019/01/14 12:34:43.227,2019/01/14 12:34:43.227
273,C,2019/01/14 12:38:48.734,2019/01/14 12:38:48.734
276,A,2019/01/14 12:40:00.000,2019/01/14 12:40:00.000
260,D,2019/01/14 12:44:31.812,2019/01/14 12:44:31.812
266,G,2019/01/14 12:50:24.174,2019/01/14 12:50:24.174
275,F,2019/01/14 12:50:47.654,2019/01/14 12:50:47.654
262,G,2019/01/14 12:54:21.391,2019/01/14 12:54:21.391
274,D,2019/01/14 12:55:10.584,2019/01/14 12:55:10.584
270,C,2019/01/14 12:57:27.386,2019/01/14 12:57:27.386
267,G,2019/01/14 13:00:01.969,2019/01/14 13:00:01.969
271,G,2019/01/14 13:02:28.072,2019/01/14 13:02:28.072
272,E,2019/01/14 13:03:26.406,2019/01/14 13:03:26.406
268,E,2019/01/14 13:04:45.753,2019/01/14 13:04:45.753
273,A,2019/01/14 13:11:18.933,2019/01/14 13:11:18.933
276,B,2019/01/14 13:12:45.807,2019/01/14 13:12:45.807
260,E,2019/01/14 13:14:04.390,2019/01/14 13:14:04.390
278,A,2019/01/14 13:20:00.000,2019/01/14 13:20:00.000
262,K,2019/01/14 13:23:47.702,2019/01/14 13:23:47.702
269,A,2019/01/14 13:24:10.563,2019/01/14 13:24:10.563
266,H,2019/01/14 13:25:11.057,2019/01/14 13:25:11.057
274,E,2019/01/14 13:25:13.279,2019/01/14 13:25:13.279
275,D,2019/01/14 13:26:29.977,2019/01/14 13:26:29.977
270,A,2019/01/14 13:26:38.047,2019/01/14 13:26:38.047
267,H,2019/01/14 13:28:17.931,2019/01/14 13:28:17.931
271,I,2019/01/14 13:30:12.334,2019/01/14 13:30:12.334
272,G,2019/01/14 13:34:10.784,2019/01/14 13:34:10.784
268,G,2019/01/14 13:34:46.276,2019/01/14 13:34:46.276
276,C,2019/01/14 13:37:30.949,2019/01/14 13:37:30.949
279,A,2019/01/14 13:40:00.000,2019/01/14 13:40:00.000
260,G,2019/01/14 13:42:28.489,2019/01/14 13:42:28.489
273,B,2019/01/14 13:45:32.424,2019/01/14 13:45:32.424
278,B,2019/01/14 13:49:53.078,2019/01/14 13:49:53.078
274,G,2019/01/14 13:53:32.571,2019/01/14 13:53:32.571
