case,activity,timestamp,completeTime,first,second,country
201,I,2019/01/13 08:29:52.221,2019/01/13 08:29:52.221,128,40,Peru
206,C,2019/01/13 08:33:20.946,2019/01/13 08:33:20.946,252,176,Belize
212,B,2019/01/13 08:34:30.862,2019/01/13 08:34:30.862,122,111,French Guiana
218,A,2019/01/13 08:40:00.000,2019/01/13 08:40:00.000,142,139,Armenia
215,F,2019/01/13 08:41:46.626,2019/01/13 08:41:46.626,250,124,Equatorial Guinea
207,M,2019/01/13 08:49:10.971,2019/01/13 08:49:10.971,143,97,Montserrat
205,J,2019/01/13 08:50:51.805,2019/01/13 08:50:51.805,178,250,Monaco
217,B,2019/01/13 08:51:28.745,2019/01/13 08:51:28.745,101,6,Mongolia
213,G,2019/01/13 08:53:26.630,2019/01/13 08:53:26.630,136,5,Guyana
214,E,2019/01/13 08:55:39.606,2019/01/13 08:55:39.606,170,180,Egypt
209,E,2019/01/13 08:57:27.775,2019/01/13 08:57:27.775,190,173,Montenegro
216,F,2019/01/13 08:59:08.108,2019/01/13 08:59:08.108,47,227,Réunion
212,C,2019/01/13 08:59:50.781,2019/01/13 08:59:50.781,7,224,United States
219,A,2019/01/13 09:00:00.000,2019/01/13 09:00:00.000,228,222,Malawi
201,J,2019/01/13 09:00:20.708,2019/01/13 09:00:20.708,231,28,Vietnam
211,F,2019/01/13 09:01:07.127,2019/01/13 09:01:07.127,151,6,Mauritania
210,A,2019/01/13 09:02:19.554,2019/01/13 09:02:19.554,190,248,Estonia
206,A,2019/01/13 09:06:55.543,2019/01/13 09:06:55.543,111,159,Hong Kong SAR China
215,E,2019/01/13 09:07:30.702,2019/01/13 09:07:30.702,105,10,Kosovo
218,D,2019/01/13 09:10:56.426,2019/01/13 09:10:56.426,50,172,Uzbekistan
207,O,2019/01/13 09:17:13.790,2019/01/13 09:17:13.790,226,187,Laos
220,A,2019/01/13 09:20:00.000,2019/01/13 09:20:00.000,96,207,St. Kitts & Nevis
205,L,2019/01/13 09:20:06.707,2019/01/13 09:20:06.707,171,124,Svalbard & Jan Mayen
213,I,2019/01/13 09:22:40.942,2019/01/13 09:22:40.942,183,252,Kiribati
214,G,2019/01/13 09:23:08.617,2019/01/13 09:23:08.617,87,151,Andorra
217,C,2019/01/13 09:23:51.550,2019/01/13 09:23:51.550,141,75,Afghanistan
209,G,2019/01/13 09:26:39.709,2019/01/13 09:26:39.709,246,116,Nepal
219,D,2019/01/13 09:29:20.531,2019/01/13 09:29:20.531,63,197,South Korea
212,A,2019/01/13 09:29:35.566,2019/01/13 09:29:35.566,30,68,Poland
216,E,2019/01/13 09:29:51.500,2019/01/13 09:29:51.500,198,244,Pitcairn Islands
201,K,2019/01/13 09:31:31.342,2019/01/13 09:31:31.342,208,35,Thailand
211,E,2019/01/13 09:32:38.977,2019/01/13 09:32:38.977,157,129,Oman
210,B,2019/01/13 09:32:42.750,2019/01/13 09:32:42.750,142,64,Canary Islands
206,D,2019/01/13 09:35:23.785,2019/01/13 09:35:23.785,86,252,Turkey
221,A,2019/01/13 09:40:00.000,2019/01/13 09:40:00.000,104,171,Bahrain
215,G,2019/01/13 09:40:19.418,2019/01/13 09:40:19.418,173,39,Bosnia & Herzegovina
218,F,2019/01/13 09:40:37.535,2019/01/13 09:40:37.535,63,198,India
205,M,2019/01/13 09:47:37.146,2019/01/13 09:47:37.146,157,117,Ireland
217,A,2019/01/13 09:49:24.985,2019/01/13 09:49:24.985,127,19,Hungary
214,H,2019/01/13 09:52:10.804,2019/01/13 09:52:10.804,119,61,Guadeloupe
220,B,2019/01/13 09:53:22.555,2019/01/13 09:53:22.555,179,54,Puerto Rico
216,G,2019/01/13 09:54:06.139,2019/01/13 09:54:06.139,203,121,Micronesia
213,J,2019/01/13 09:54:33.365,2019/01/13 09:54:33.365,244,73,Djibouti
219,F,2019/01/13 09:56:23.238,2019/01/13 09:56:23.238,122,55,Bhutan
210,C,2019/01/13 09:58:47.997,2019/01/13 09:58:47.997,44,230,Equatorial Guinea
209,I,2019/01/13 09:59:22.423,2019/01/13 09:59:22.423,17,120,Egypt
212,D,2019/01/13 09:59:49.860,2019/01/13 09:59:49.860,29,237,Iceland
201,M,2019/01/13 09:59:50.853,2019/01/13 09:59:50.853,8,18,United Kingdom
222,A,2019/01/13 10:00:00.000,2019/01/13 10:00:00.000,52,75,Central African Republic
211,G,2019/01/13 10:02:27.380,2019/01/13 10:02:27.380,254,80,Afghanistan
206,F,2019/01/13 10:08:00.221,2019/01/13 10:08:00.221,134,50,Kuwait
215,H,2019/01/13 10:09:29.220,2019/01/13 10:09:29.220,144,250,Denmark
221,D,2019/01/13 10:09:45.665,2019/01/13 10:09:45.665,75,58,Montenegro
218,E,2019/01/13 10:11:03.114,2019/01/13 10:11:03.114,225,134,Bhutan
223,A,2019/01/13 10:20:00.000,2019/01/13 10:20:00.000,136,32,Uganda
205,O,2019/01/13 10:20:17.811,2019/01/13 10:20:17.811,68,254,Nauru
220,C,2019/01/13 10:22:24.105,2019/01/13 10:22:24.105,133,74,Ghana
216,H,2019/01/13 10:22:43.613,2019/01/13 10:22:43.613,4,140,Niger
213,K,2019/01/13 10:24:32.475,2019/01/13 10:24:32.475,61,119,Belgium
217,B,2019/01/13 10:26:16.631,2019/01/13 10:26:16.631,247,1,Egypt
222,D,2019/01/13 10:28:55.442,2019/01/13 10:28:55.442,135,109,Thailand
212,F,2019/01/13 10:30:04.127,2019/01/13 10:30:04.127,91,29,Guatemala
211,I,2019/01/13 10:30:24.101,2019/01/13 10:30:24.101,151,96,Colombia
209,J,2019/01/13 10:30:35.933,2019/01/13 10:30:35.933,159,98,Papua New Guinea
210,A,2019/01/13 10:32:30.447,2019/01/13 10:32:30.447,72,10,Canada
201,O,2019/01/13 10:35:08.994,2019/01/13 10:35:08.994,107,110,Bosnia & Herzegovina
206,E,2019/01/13 10:37:57.348,2019/01/13 10:37:57.348,178,24,Senegal
221,F,2019/01/13 10:39:58.343,2019/01/13 10:39:58.343,146,62,Norway
224,A,2019/01/13 10:40:00.000,2019/01/13 10:40:00.000,56,172,Slovakia
218,G,2019/01/13 10:45:48.852,2019/01/13 10:45:48.852,228,161,Saudi Arabia
223,D,2019/01/13 10:51:06.381,2019/01/13 10:51:06.381,57,39,Comoros
220,A,2019/01/13 10:53:26.741,2019/01/13 10:53:26.741,225,47,Mongolia
222,F,2019/01/13 10:55:14.796,2019/01/13 10:55:14.796,23,127,Lithuania
213,M,2019/01/13 10:56:03.834,2019/01/13 10:56:03.834,85,217,Tanzania
211,J,2019/01/13 10:56:27.209,2019/01/13 10:56:27.209,84,117,South Africa
217,C,2019/01/13 10:57:14.939,2019/01/13 10:57:14.939,103,52,Diego Garcia
225,A,2019/01/13 11:00:00.000,2019/01/13 11:00:00.000,91,240,Cyprus
212,E,2019/01/13 11:00:22.253,2019/01/13 11:00:22.253,58,170,Chile
210,D,2019/01/13 11:02:00.168,2019/01/13 11:02:00.168,88,104,United States
209,K,2019/01/13 11:02:58.848,2019/01/13 11:02:58.848,247,7,Aruba
206,G,2019/01/13 11:08:57.183,2019/01/13 11:08:57.183,116,43,Ireland
224,D,2019/01/13 11:11:47.081,2019/01/13 11:11:47.081,237,167,Sint Maarten
221,E,2019/01/13 11:13:59.065,2019/01/13 11:13:59.065,148,135,Russia
218,H,2019/01/13 11:16:23.557,2019/01/13 11:16:23.557,118,170,United States
226,A,2019/01/13 11:20:00.000,2019/01/13 11:20:00.000,214,45,Ceuta & Melilla
217,A,2019/01/13 11:21:26.569,2019/01/13 11:21:26.569,226,30,United Arab Emirates
213,O,2019/01/13 11:23:33.712,2019/01/13 11:23:33.712,167,110,Christmas Island
223,F,2019/01/13 11:25:42.834,2019/01/13 11:25:42.834,65,149,Cocos (Keeling) Islands
222,E,2019/01/13 11:26:32.764,2019/01/13 11:26:32.764,27,177,French Polynesia
211,L,2019/01/13 11:27:00.584,2019/01/13 11:27:00.584,221,211,Luxembourg
220,B,2019/01/13 11:27:45.568,2019/01/13 11:27:45.568,167,97,Philippines
225,D,2019/01/13 11:29:50.148,2019/01/13 11:29:50.148,236,2,Zimbabwe
212,G,2019/01/13 11:31:08.484,2019/01/13 11:31:08.484,138,31,Ghana
209,M,2019/01/13 11:31:39.052,2019/01/13 11:31:39.052,176,130,Cameroon
210,F,2019/01/13 11:35:49.167,2019/01/13 11:35:49.167,2,104,U.S. Outlying Islands
206,H,2019/01/13 11:39:49.126,2019/01/13 11:39:49.126,80,198,Kosovo
227,A,2019/01/13 11:40:00.000,2019/01/13 11:40:00.000,130,136,Vietnam
224,F,2019/01/13 11:40:19.367,2019/01/13 11:40:19.367,30,245,Montserrat
221,G,2019/01/13 11:46:17.389,2019/01/13 11:46:17.389,125,151,Jordan
226,B,2019/01/13 11:47:13.973,2019/01/13 11:47:13.973,190,241,Comoros
222,G,2019/01/13 11:54:42.233,2019/01/13 11:54:42.233,111,202,Mexico
225,F,2019/01/13 11:56:17.488,2019/01/13 11:56:17.488,3,122,Mauritius
211,M,2019/01/13 11:56:39.175,2019/01/13 11:56:39.175,117,67,Congo - Kinshasa
217,B,2019/01/13 11:58:03.780,2019/01/13 11:58:03.780,141,181,Isle of Man
228,A,2019/01/13 12:00:00.000,2019/01/13 12:00:00.000,82,253,Nigeria
212,H,2019/01/13 12:00:03.932,2019/01/13 12:00:03.932,219,13,Kuwait
220,C,2019/01/13 12:00:20.938,2019/01/13 12:00:20.938,11,201,Guernsey
210,E,2019/01/13 12:01:58.266,2019/01/13 12:01:58.266,235,208,Myanmar (Burma)
209,O,2019/01/13 12:09:47.261,2019/01/13 12:09:47.261,71,19,Taiwan
224,E,2019/01/13 12:10:03.952,2019/01/13 12:10:03.952,200,150,Montserrat
226,C,2019/01/13 12:10:35.714,2019/01/13 12:10:35.714,133,226,Niue
227,B,2019/01/13 12:12:30.915,2019/01/13 12:12:30.915,205,43,French Guiana
221,I,2019/01/13 12:16:32.413,2019/01/13 12:16:32.413,250,67,Mali
229,A,2019/01/13 12:20:00.000,2019/01/13 12:20:00.000,171,106,Palau
222,I,2019/01/13 12:25:02.343,2019/01/13 12:25:02.343,120,254,Mongolia
211,N,2019/01/13 12:29:10.407,2019/01/13 12:29:10.407,127,14,Antarctica
220,A,2019/01/13 12:29:32.962,2019/01/13 12:29:32.962,33,117,Barbados
217,C,2019/01/13 12:30:03.379,2019/01/13 12:30:03.379,208,89,Taiwan
225,E,2019/01/13 12:30:09.793,2019/01/13 12:30:09.793,33,55,Eritrea
210,G,2019/01/13 12:31:14.518,2019/01/13 12:31:14.518,237,68,Czech Republic
228,D,2019/01/13 12:32:18.700,2019/01/13 12:32:18.700,7,109,Anguilla
224,G,2019/01/13 12:39:03.405,2019/01/13 12:39:03.405,37,223,Chad
230,A,2019/01/13 12:40:00.000,2019/01/13 12:40:00.000,99,248,Malaysia
227,C,2019/01/13 12:42:32.562,2019/01/13 12:42:32.562,24,116,Curaçao
226,A,2019/01/13 12:45:11.974,2019/01/13 12:45:11.974,157,168,Suriname
221,J,2019/01/13 12:45:58.255,2019/01/13 12:45:58.255,210,55,Monaco
229,B,2019/01/13 12:48:49.590,2019/01/13 12:48:49.590,158,55,Qatar
222,J,2019/01/13 12:56:09.872,2019/01/13 12:56:09.872,21,125,Japan
217,A,2019/01/13 12:57:23.575,2019/01/13 12:57:23.575,15,170,Serbia
228,F,2019/01/13 12:58:37.797,2019/01/13 12:58:37.797,185,27,South Korea
220,D,2019/01/13 12:59:21.165,2019/01/13 12:59:21.165,58,248,Brazil
231,A,2019/01/13 13:00:00.000,2019/01/13 13:00:00.000,33,180,Lebanon
210,H,2019/01/13 13:00:13.999,2019/01/13 13:00:13.999,97,38,Bermuda
225,G,2019/01/13 13:02:52.131,2019/01/13 13:02:52.131,192,87,Libya
230,D,2019/01/13 13:07:43.279,2019/01/13 13:07:43.279,78,88,Central African Republic
224,H,2019/01/13 13:09:51.050,2019/01/13 13:09:51.050,148,142,Bermuda
226,D,2019/01/13 13:12:07.555,2019/01/13 13:12:07.555,15,221,Cameroon
227,A,2019/01/13 13:13:36.663,2019/01/13 13:13:36.663,160,147,Jersey
221,K,2019/01/13 13:19:08.413,2019/01/13 13:19:08.413,107,121,United Arab Emirates
232,A,2019/01/13 13:20:00.000,2019/01/13 13:20:00.000,16,55,Iraq
229,C,2019/01/13 13:20:03.124,2019/01/13 13:20:03.124,139,116,Honduras
222,L,2019/01/13 13:25:39.055,2019/01/13 13:25:39.055,88,40,Cambodia
220,F,2019/01/13 13:27:16.051,2019/01/13 13:27:16.051,139,3,Syria
228,E,2019/01/13 13:27:32.935,2019/01/13 13:27:32.935,124,70,Åland Islands
217,D,2019/01/13 13:27:33.589,2019/01/13 13:27:33.589,194,3,Armenia
225,I,2019/01/13 13:32:17.203,2019/01/13 13:32:17.203,145,96,Algeria
231,B,2019/01/13 13:33:11.285,2019/01/13 13:33:11.285,213,151,Gabon
230,F,2019/01/13 13:37:25.449,2019/01/13 13:37:25.449,243,135,Ethiopia
233,A,2019/01/13 13:40:00.000,2019/01/13 13:40:00.000,8,196,French Southern Territories
226,F,2019/01/13 13:44:14.505,2019/01/13 13:44:14.505,61,238,Kazakhstan
221,M,2019/01/13 13:45:41.077,2019/01/13 13:45:41.077,250,31,Laos
227,D,2019/01/13 13:47:37.711,2019/01/13 13:47:37.711,72,160,Swaziland
232,D,2019/01/13 13:50:11.085,2019/01/13 13:50:11.085,112,193,Syria
229,A,2019/01/13 13:52:17.797,2019/01/13 13:52:17.797,75,97,São Tomé and Príncipe
217,F,2019/01/13 13:52:43.582,2019/01/13 13:52:43.582,79,199,Laos
228,G,2019/01/13 13:56:44.715,2019/01/13 13:56:44.715,31,174,Vatican City
231,C,2019/01/13 13:59:07.199,2019/01/13 13:59:07.199,172,172,Angola
220,E,2019/01/13 13:59:20.746,2019/01/13 13:59:20.746,6,240,United States
222,M,2019/01/13 13:59:22.122,2019/01/13 13:59:22.122,215,191,São Tomé and Príncipe
234,A,2019/01/13 14:00:00.000,2019/01/13 14:00:00.000,80,202,Malawi
225,J,2019/01/13 14:03:37.438,2019/01/13 14:03:37.438,175,65,Gambia
230,E,2019/01/13 14:09:48.432,2019/01/13 14:09:48.432,114,175,Latvia
233,B,2019/01/13 14:10:37.987,2019/01/13 14:10:37.987,195,77,Latvia
226,E,2019/01/13 14:12:55.142,2019/01/13 14:12:55.142,177,162,Sweden
221,N,2019/01/13 14:16:24.817,2019/01/13 14:16:24.817,233,62,Brunei
227,F,2019/01/13 14:19:54.131,2019/01/13 14:19:54.131,74,175,Timor-Leste
235,A,2019/01/13 14:20:00.000,2019/01/13 14:20:00.000,157,134,Hong Kong SAR China
217,E,2019/01/13 14:21:39.783,2019/01/13 14:21:39.783,137,197,Singapore
232,F,2019/01/13 14:25:40.816,2019/01/13 14:25:40.816,176,227,Burkina Faso
229,B,2019/01/13 14:25:50.956,2019/01/13 14:25:50.956,189,7,Cameroon
234,B,2019/01/13 14:26:27.524,2019/01/13 14:26:27.524,61,158,Maldives
231,A,2019/01/13 14:30:15.750,2019/01/13 14:30:15.750,194,105,El Salvador
222,N,2019/01/13 14:30:38.801,2019/01/13 14:30:38.801,155,75,Turkey
220,G,2019/01/13 14:31:06.781,2019/01/13 14:31:06.781,100,49,South Georgia & South Sandwich Islands
225,L,2019/01/13 14:36:58.922,2019/01/13 14:36:58.922,167,79,South Sudan
236,A,2019/01/13 14:40:00.000,2019/01/13 14:40:00.000,225,185,Australia
233,C,2019/01/13 14:41:26.335,2019/01/13 14:41:26.335,135,80,Kiribati
235,B,2019/01/13 14:42:14.698,2019/01/13 14:42:14.698,224,177,Afghanistan
230,G,2019/01/13 14:42:15.015,2019/01/13 14:42:15.015,206,139,Guyana
226,G,2019/01/13 14:43:05.038,2019/01/13 14:43:05.038,92,250,Guernsey
217,G,2019/01/13 14:44:11.564,2019/01/13 14:44:11.564,162,57,Tokelau
227,E,2019/01/13 14:46:24.629,2019/01/13 14:46:24.629,2,185,San Marino
229,C,2019/01/13 14:53:21.502,2019/01/13 14:53:21.502,18,243,Papua New Guinea
232,E,2019/01/13 14:53:54.150,2019/01/13 14:53:54.150,189,21,Somalia
234,C,2019/01/13 14:54:10.023,2019/01/13 14:54:10.023,118,95,Sierra Leone
231,D,2019/01/13 14:56:19.403,2019/01/13 14:56:19.403,40,22,Portugal
220,H,2019/01/13 15:03:30.820,2019/01/13 15:03:30.820,168,29,Haiti
225,M,2019/01/13 15:07:10.131,2019/01/13 15:07:10.131,224,226,Guadeloupe
233,A,2019/01/13 15:07:34.184,2019/01/13 15:07:34.184,168,28,Montserrat
230,H,2019/01/13 15:09:22.896,2019/01/13 15:09:22.896,132,148,Czech Republic
236,B,2019/01/13 15:11:31.817,2019/01/13 15:11:31.817,204,134,Jamaica
226,H,2019/01/13 15:12:41.269,2019/01/13 15:12:41.269,220,54,Lithuania
227,G,2019/01/13 15:14:11.556,2019/01/13 15:14:11.556,222,88,Canary Islands
235,C,2019/01/13 15:14:14.018,2019/01/13 15:14:14.018,13,101,Mali
217,I,2019/01/13 15:15:37.962,2019/01/13 15:15:37.962,8,73,Côte d'Ivoire
238,A,2019/01/13 15:20:00.000,2019/01/13 15:20:00.000,98,160,Somalia
232,G,2019/01/13 15:22:31.781,2019/01/13 15:22:31.781,133,49,Nicaragua
229,A,2019/01/13 15:24:42.795,2019/01/13 15:24:42.795,23,226,Namibia
234,A,2019/01/13 15:24:47.178,2019/01/13 15:24:47.178,112,137,Grenada
231,F,2019/01/13 15:30:22.425,2019/01/13 15:30:22.425,56,30,Niue
233,D,2019/01/13 15:31:10.591,2019/01/13 15:31:10.591,115,218,Estonia
236,C,2019/01/13 15:38:19.376,2019/01/13 15:38:19.376,114,228,Somalia
227,H,2019/01/13 15:41:01.121,2019/01/13 15:41:01.121,42,193,Armenia
225,N,2019/01/13 15:42:09.214,2019/01/13 15:42:09.214,142,96,Vatican City
235,A,2019/01/13 15:42:45.569,2019/01/13 15:42:45.569,6,51,Ukraine
238,D,2019/01/13 15:46:33.296,2019/01/13 15:46:33.296,33,231,France
217,J,2019/01/13 15:49:23.819,2019/01/13 15:49:23.819,168,98,U.S. Virgin Islands
234,D,2019/01/13 15:50:45.032,2019/01/13 15:50:45.032,55,67,Djibouti
232,I,2019/01/13 15:56:26.560,2019/01/13 15:56:26.560,94,164,Antarctica
229,D,2019/01/13 15:56:59.201,2019/01/13 15:56:59.201,6,250,Northern Mariana Islands
231,E,2019/01/13 15:58:11.035,2019/01/13 15:58:11.035,179,255,Nepal
233,F,2019/01/13 15:59:51.496,2019/01/13 15:59:51.496,142,245,Netherlands
240,A,2019/01/13 16:00:00.000,2019/01/13 16:00:00.000,36,218,Madagascar
236,A,2019/01/13 16:08:23.022,2019/01/13 16:08:23.022,216,150,Ethiopia
238,F,2019/01/13 16:16:15.973,2019/01/13 16:16:15.973,74,0,Ukraine
235,B,2019/01/13 16:18:12.298,2019/01/13 16:18:12.298,224,135,Norway
217,K,2019/01/13 16:19:41.810,2019/01/13 16:19:41.810,135,134,Ireland
241,A,2019/01/13 16:20:00.000,2019/01/13 16:20:00.000,65,227,Indonesia
234,F,2019/01/13 16:21:58.192,2019/01/13 16:21:58.192,90,151,United States
240,D,2019/01/13 16:25:04.686,2019/01/13 16:25:04.686,115,83,Somalia
232,J,2019/01/13 16:25:09.743,2019/01/13 16:25:09.743,13,63,Panama
233,E,2019/01/13 16:26:01.054,2019/01/13 16:26:01.054,118,147,Ceuta & Melilla
231,G,2019/01/13 16:27:02.013,2019/01/13 16:27:02.013,77,141,Georgia
229,F,2019/01/13 16:30:36.944,2019/01/13 16:30:36.944,197,197,Northern Mariana Islands
237,E,2019/01/13 16:31:49.165,2019/01/13 16:31:49.165,249,87,Kazakhstan
236,D,2019/01/13 16:38:03.663,2019/01/13 16:38:03.663,236,102,Czech Republic
242,A,2019/01/13 16:40:00.000,2019/01/13 16:40:00.000,196,133,Ecuador
241,B,2019/01/13 16:46:13.941,2019/01/13 16:46:13.941,246,10,Maldives
235,C,2019/01/13 16:47:04.892,2019/01/13 16:47:04.892,13,48,Malta
234,E,2019/01/13 16:47:06.848,2019/01/13 16:47:06.848,38,77,El Salvador
238,E,2019/01/13 16:48:05.206,2019/01/13 16:48:05.206,127,5,Guinea-Bissau
217,M,2019/01/13 16:48:59.840,2019/01/13 16:48:59.840,194,235,Christmas Island
233,G,2019/01/13 16:52:07.415,2019/01/13 16:52:07.415,108,243,Hungary
240,F,2019/01/13 16:54:11.457,2019/01/13 16:54:11.457,178,145,Jersey
231,H,2019/01/13 16:55:33.474,2019/01/13 16:55:33.474,127,20,Anguilla
229,E,2019/01/13 16:56:31.200,2019/01/13 16:56:31.200,192,252,Switzerland
237,G,2019/01/13 16:58:31.024,2019/01/13 16:58:31.024,0,46,Antarctica
243,A,2019/01/13 17:00:00.000,2019/01/13 17:00:00.000,149,247,Belize
232,K,2019/01/13 17:00:04.513,2019/01/13 17:00:04.513,38,125,St. Lucia
236,F,2019/01/13 17:09:29.056,2019/01/13 17:09:29.056,45,198,Switzerland
234,G,2019/01/13 17:13:16.724,2019/01/13 17:13:16.724,58,102,Guadeloupe
238,G,2019/01/13 17:14:30.659,2019/01/13 17:14:30.659,17,1,Rwanda
242,D,2019/01/13 17:14:38.066,2019/01/13 17:14:38.066,78,172,Grenada
217,O,2019/01/13 17:16:58.562,2019/01/13 17:16:58.562,174,151,Thailand
235,A,2019/01/13 17:18:15.167,2019/01/13 17:18:15.167,47,83,Guernsey
241,C,2019/01/13 17:19:51.170,2019/01/13 17:19:51.170,203,204,Somalia
244,A,2019/01/13 17:20:00.000,2019/01/13 17:20:00.000,74,68,Northern Mariana Islands
233,H,2019/01/13 17:21:25.668,2019/01/13 17:21:25.668,40,38,Monaco
237,H,2019/01/13 17:23:00.381,2019/01/13 17:23:00.381,189,169,Cayman Islands
240,E,2019/01/13 17:25:42.760,2019/01/13 17:25:42.760,223,207,Romania
229,G,2019/01/13 17:28:18.770,2019/01/13 17:28:18.770,239,17,Romania
232,M,2019/01/13 17:28:38.040,2019/01/13 17:28:38.040,46,245,Norfolk Island
243,D,2019/01/13 17:32:56.985,2019/01/13 17:32:56.985,227,37,Pitcairn Islands
236,E,2019/01/13 17:37:42.804,2019/01/13 17:37:42.804,182,163,Slovakia
234,I,2019/01/13 17:38:33.462,2019/01/13 17:38:33.462,140,168,Isle of Man
245,A,2019/01/13 17:40:00.000,2019/01/13 17:40:00.000,80,173,Ukraine
238,H,2019/01/13 17:40:52.706,2019/01/13 17:40:52.706,185,145,Falkland Islands
242,F,2019/01/13 17:46:11.217,2019/01/13 17:46:11.217,71,216,Algeria
241,A,2019/01/13 17:51:43.322,2019/01/13 17:51:43.322,161,174,Mexico
244,D,2019/01/13 17:52:05.038,2019/01/13 17:52:05.038,241,38,Northern Mariana Islands
235,D,2019/01/13 17:52:51.038,2019/01/13 17:52:51.038,73,180,Malaysia
240,G,2019/01/13 17:56:59.534,2019/01/13 17:56:59.534,18,60,Qatar
232,N,2019/01/13 17:57:37.986,2019/01/13 17:57:37.986,38,77,Tunisia
229,I,2019/01/13 17:58:00.007,2019/01/13 17:58:00.007,3,168,Nauru
246,A,2019/01/13 18:00:00.000,2019/01/13 18:00:00.000,11,136,Ascension Island
243,F,2019/01/13 18:00:38.994,2019/01/13 18:00:38.994,222,232,Afghanistan
239,I,2019/01/13 18:01:16.587,2019/01/13 18:01:16.587,58,225,Belize
234,J,2019/01/13 18:02:09.446,2019/01/13 18:02:09.446,74,151,Namibia
236,G,2019/01/13 18:03:51.621,2019/01/13 18:03:51.621,236,65,Maldives
245,B,2019/01/13 18:10:43.435,2019/01/13 18:10:43.435,72,124,Portugal
242,E,2019/01/13 18:12:44.136,2019/01/13 18:12:44.136,231,109,French Polynesia
244,F,2019/01/13 18:17:58.607,2019/01/13 18:17:58.607,3,166,Japan
247,A,2019/01/13 18:20:00.000,2019/01/13 18:20:00.000,135,152,Canary Islands
235,F,2019/01/13 18:23:40.094,2019/01/13 18:23:40.094,247,21,Bahamas
241,B,2019/01/13 18:24:32.833,2019/01/13 18:24:32.833,63,200,Kyrgyzstan
229,J,2019/01/13 18:27:35.482,2019/01/13 18:27:35.482,193,14,Papua New Guinea
243,E,2019/01/13 18:28:02.055,2019/01/13 18:28:02.055,201,123,Togo
240,H,2019/01/13 18:28:18.166,2019/01/13 18:28:18.166,20,142,United States
236,I,2019/01/13 18:29:17.265,2019/01/13 18:29:17.265,46,41,Western Sahara
239,J,2019/01/13 18:29:34.436,2019/01/13 18:29:34.436,24,182,Åland Islands
246,B,2019/01/13 18:31:56.569,2019/01/13 18:31:56.569,24,111,Moldova
234,K,2019/01/13 18:34:56.153,2019/01/13 18:34:56.153,249,253,Bhutan
242,G,2019/01/13 18:39:55.275,2019/01/13 18:39:55.275,213,251,Peru
245,C,2019/01/13 18:40:08.853,2019/01/13 18:40:08.853,153,53,French Polynesia
244,E,2019/01/13 18:47:04.110,2019/01/13 18:47:04.110,27,142,Christmas Island
235,E,2019/01/13 18:47:39.376,2019/01/13 18:47:39.376,133,170,Tonga
247,D,2019/01/13 18:49:10.745,2019/01/13 18:49:10.745,50,103,Guernsey
241,C,2019/01/13 18:56:18.310,2019/01/13 18:56:18.310,172,160,Tristan da Cunha
236,J,2019/01/13 18:57:54.343,2019/01/13 18:57:54.343,226,98,Poland
239,K,2019/01/13 18:59:00.350,2019/01/13 18:59:00.350,124,66,Grenada
249,A,2019/01/13 19:00:00.000,2019/01/13 19:00:00.000,181,136,Kazakhstan
229,L,2019/01/13 19:01:35.734,2019/01/13 19:01:35.734,218,155,Nepal
246,C,2019/01/13 19:04:05.984,2019/01/13 19:04:05.984,216,193,Cameroon
243,G,2019/01/13 19:04:07.876,2019/01/13 19:04:07.876,86,63,Israel
245,A,2019/01/13 19:04:58.999,2019/01/13 19:04:58.999,79,52,Faroe Islands
234,M,2019/01/13 19:05:36.277,2019/01/13 19:05:36.277,102,30,Turkmenistan
242,I,2019/01/13 19:05:40.472,2019/01/13 19:05:40.472,112,238,Niue
247,F,2019/01/13 19:17:01.654,2019/01/13 19:17:01.654,45,4,Guatemala
235,G,2019/01/13 19:18:51.025,2019/01/13 19:18:51.025,19,99,Congo - Kinshasa
244,G,2019/01/13 19:21:58.726,2019/01/13 19:21:58.726,61,240,Andorra
241,A,2019/01/13 19:25:43.743,2019/01/13 19:25:43.743,15,144,Costa Rica
229,M,2019/01/13 19:27:20.346,2019/01/13 19:27:20.346,38,16,Uganda
239,M,2019/01/13 19:28:13.798,2019/01/13 19:28:13.798,11,145,Réunion
249,B,2019/01/13 19:29:40.453,2019/01/13 19:29:40.453,251,146,Tuvalu
236,K,2019/01/13 19:30:59.493,2019/01/13 19:30:59.493,33,234,Panama
234,N,2019/01/13 19:36:12.007,2019/01/13 19:36:12.007,22,109,Indonesia
246,A,2019/01/13 19:37:25.290,2019/01/13 19:37:25.290,73,190,Liberia
242,J,2019/01/13 19:37:54.870,2019/01/13 19:37:54.870,169,15,Peru
243,I,2019/01/13 19:40:33.902,2019/01/13 19:40:33.902,193,197,Armenia
245,D,2019/01/13 19:40:50.983,2019/01/13 19:40:50.983,215,128,Vietnam
244,H,2019/01/13 19:47:13.375,2019/01/13 19:47:13.375,175,113,Rwanda
235,I,2019/01/13 19:50:53.331,2019/01/13 19:50:53.331,98,140,Marshall Islands
247,E,2019/01/13 19:54:15.973,2019/01/13 19:54:15.973,148,203,Benin
229,N,2019/01/13 19:54:21.172,2019/01/13 19:54:21.172,95,161,U.S. Virgin Islands
236,M,2019/01/13 19:57:43.110,2019/01/13 19:57:43.110,89,154,Honduras
241,B,2019/01/13 19:58:47.967,2019/01/13 19:58:47.967,16,62,Gibraltar
