case,activity,timestamp
Case 23883,Process Creation,2011/04/04 13:00:09.000
Case 23883,EngSupplierDesign Lead,2011/04/04 13:00:10.000
Case 7900,Process Creation,2011/04/04 13:00:11.000
Case 7900,EngSupplierDesign Lead,2011/04/04 13:00:11.000
Case 11274,Process Creation,2011/04/04 13:00:12.000
Case 11274,EngSupplierDesign Lead,2011/04/04 13:00:12.000
Case 14123,Process Creation,2011/04/04 13:00:13.000
Case 14123,EngSupplierDesign Lead,2011/04/04 13:00:14.000
Case 1441,WP Lead,2011/04/04 14:00:16.000
Case 14455,Process Creation,2011/04/04 14:00:26.000
Case 14455,EngSupplierDesign Lead,2011/04/04 14:00:27.000
Case 6477,Process Creation,2011/04/04 14:00:30.000
Case 6477,EngSupplierDesign Lead,2011/04/04 14:00:31.000
Case 6809,Process Creation,2011/04/04 14:00:34.000
Case 6809,EngSupplierDesign Lead,2011/04/04 14:00:34.000
Case 11415,Process Creation,2011/04/04 14:00:38.000
Case 11415,EngSupplierDesign Lead,2011/04/04 14:00:38.000
Case 19217,Process Creation,2011/04/04 14:00:41.000
Case 19217,EngSupplierDesign Lead,2011/04/04 14:00:42.000
Case 13286,Process Creation,2011/04/04 14:00:56.000
Case 14455,WP Lead,2011/04/04 14:00:58.000
Case 6477,WP Lead,2011/04/04 15:00:00.000
Case 6809,WP Lead,2011/04/04 15:00:00.000
Case 11415,WP Lead,2011/04/04 15:00:00.000
Case 19217,WP Lead,2011/04/04 15:00:01.000
Case 13504,Process Creation,2011/04/04 15:00:02.000
Case 13286,EngSupplierDesign Lead,2011/04/04 15:00:03.000
Case 13504,EngSupplierDesign Lead,2011/04/04 15:00:03.000
Case 13286,WP Lead,2011/04/04 15:00:06.000
Case 13504,WP Lead,2011/04/04 15:00:06.000
Case 20869,WP Lead,2011/04/04 15:00:07.000
Case 19217,Stress WP Lead,2011/04/04 15:00:21.000
Case 6477,Stress WP Lead,2011/04/04 15:00:22.000
Case 6809,Stress WP Lead,2011/04/04 15:00:22.000
Case 11415,Stress WP Lead,2011/04/04 15:00:22.000
Case 1441,Stress WP Lead,2011/04/04 15:00:23.000
Case 14455,Stress WP Lead,2011/04/04 15:00:23.000
Case 513,Process Creation,2011/04/04 15:00:51.000
Case 513,EngSupplierDesign Lead,2011/04/04 15:00:52.000
Case 12203,Process Creation,2011/04/04 15:00:55.000
Case 12203,EngSupplierDesign Lead,2011/04/04 15:00:56.000
Case 5419,Process Creation,2011/04/04 16:00:00.000
Case 5419,EngSupplierDesign Lead,2011/04/04 16:00:00.000
Case 1404,Process Creation,2011/04/04 16:00:18.000
Case 21575,Process Creation,2011/04/04 16:00:19.000
Case 5711,Process Creation,2011/04/04 16:00:31.000
Case 3458,Process Creation,2011/04/04 17:00:06.000
Case 18929,Process Creation,2011/04/04 17:00:17.000
Case 3458,EngSupplierDesign Lead,2011/04/04 17:00:18.000
Case 5711,EngSupplierDesign Lead,2011/04/04 17:00:18.000
Case 21575,EngSupplierDesign Lead,2011/04/04 17:00:18.000
Case 18929,EngSupplierDesign Lead,2011/04/04 17:00:19.000
Case 24772,CRA,2011/04/04 17:00:50.000
Case 8973,Process Creation,2011/04/04 17:00:55.000
Case 24772,M_P,2011/04/04 18:00:05.000
Case 4048,CRA,2011/04/04 18:00:08.000
Case 13958,CRA,2011/04/04 18:00:09.000
Case 3207,Process Creation,2011/04/04 18:00:26.000
Case 8973,EngSupplierDesign Lead,2011/04/04 18:00:27.000
Case 3207,EngSupplierDesign Lead,2011/04/04 18:00:28.000
Case 1739,Process Creation,2011/04/04 18:00:41.000
Case 22457,Process Creation,2011/04/04 18:00:48.000
Case 1739,EngSupplierDesign Lead,2011/04/04 18:00:51.000
Case 22457,EngSupplierDesign Lead,2011/04/04 18:00:51.000
Case 5711,Stress WP Lead,2011/04/05 08:00:49.000
Case 21575,Stress WP Lead,2011/04/05 08:00:49.000
Case 13504,Stress WP Lead,2011/04/05 08:00:52.000
Case 13958,Weight,2011/04/05 08:00:52.000
Case 13286,Stress WP Lead,2011/04/05 08:00:53.000
Case 20869,Stress WP Lead,2011/04/05 08:00:53.000
Case 24772,Weight,2011/04/05 09:00:07.000
Case 14553,Process Creation,2011/04/05 09:00:22.000
Case 1404,EngSupplierDesign Lead,2011/04/05 09:00:23.000
Case 14553,EngSupplierDesign Lead,2011/04/05 09:00:23.000
Case 1404,WP Lead,2011/04/05 09:00:24.000
Case 14553,WP Lead,2011/04/05 09:00:25.000
Case 24772,ME Assembly Checker,2011/04/05 10:00:07.000
Case 6406,Stress WP Lead,2011/04/05 10:00:14.000
Case 7503,Stress WP Lead,2011/04/05 10:00:14.000
Case 11211,Stress WP Lead,2011/04/05 10:00:14.000
Case 10839,Stress WP Lead,2011/04/05 10:00:15.000
Case 1404,Stress WP Lead,2011/04/05 10:00:17.000
Case 14553,Stress WP Lead,2011/04/05 10:00:17.000
Case 12776,Design Lead,2011/04/05 10:00:19.000
Case 7045,Process Creation,2011/04/05 10:00:30.000
Case 13958,ME Assembly Checker,2011/04/05 10:00:57.000
Case 13958,M_P,2011/04/05 11:00:35.000
Case 952,Process Creation,2011/04/05 11:00:56.000
Case 952,EngSupplierDesign Lead,2011/04/05 11:00:57.000
Case 13986,Process Creation,2011/04/05 12:00:01.000
Case 13986,EngSupplierDesign Lead,2011/04/05 12:00:02.000
Case 16091,Process Creation,2011/04/05 12:00:54.000
Case 16091,EngSupplierDesign Lead,2011/04/05 12:00:54.000
Case 13987,Process Creation,2011/04/05 14:00:02.000
Case 13987,EngSupplierDesign Lead,2011/04/05 14:00:03.000
Case 7046,Process Creation,2011/04/05 14:00:07.000
Case 14276,Process Creation,2011/04/05 14:00:08.000
Case 6133,Process Creation,2011/04/05 14:00:10.000
Case 24672,Process Creation,2011/04/05 14:00:12.000
Case 13228,Process Creation,2011/04/05 14:00:31.000
Case 2143,Process Creation,2011/04/05 14:00:32.000
Case 8974,Process Creation,2011/04/05 14:00:35.000
Case 7046,EngSupplierDesign Lead,2011/04/05 14:00:36.000
Case 14276,EngSupplierDesign Lead,2011/04/05 14:00:36.000
Case 2143,EngSupplierDesign Lead,2011/04/05 14:00:37.000
Case 6133,EngSupplierDesign Lead,2011/04/05 14:00:37.000
Case 13228,EngSupplierDesign Lead,2011/04/05 14:00:37.000
Case 24672,EngSupplierDesign Lead,2011/04/05 14:00:37.000
Case 8974,EngSupplierDesign Lead,2011/04/05 14:00:38.000
Case 3208,Process Creation,2011/04/05 14:00:42.000
Case 3208,EngSupplierDesign Lead,2011/04/05 14:00:42.000
Case 9771,Process Creation,2011/04/05 14:00:54.000
Case 1740,Process Creation,2011/04/05 14:00:55.000
Case 14308,Process Creation,2011/04/05 14:00:56.000
Case 22458,Process Creation,2011/04/05 15:00:01.000
Case 3208,Stress WP Lead,2011/04/05 15:00:12.000
Case 3459,Process Creation,2011/04/05 15:00:12.000
Case 8974,Stress WP Lead,2011/04/05 15:00:12.000
Case 10509,Process Creation,2011/04/05 15:00:15.000
Case 18930,Process Creation,2011/04/05 15:00:16.000
Case 1740,EngSupplierDesign Lead,2011/04/05 15:00:17.000
Case 6133,Stress WP Lead,2011/04/05 15:00:17.000
Case 8524,Process Creation,2011/04/05 15:00:17.000
Case 9771,EngSupplierDesign Lead,2011/04/05 15:00:17.000
Case 14308,EngSupplierDesign Lead,2011/04/05 15:00:17.000
Case 24672,Stress WP Lead,2011/04/05 15:00:17.000
Case 2143,Stress WP Lead,2011/04/05 15:00:18.000
Case 3459,EngSupplierDesign Lead,2011/04/05 15:00:18.000
Case 9771,Stress WP Lead,2011/04/05 15:00:18.000
Case 9783,Process Creation,2011/04/05 15:00:18.000
Case 13228,Stress WP Lead,2011/04/05 15:00:18.000
Case 14308,Stress WP Lead,2011/04/05 15:00:18.000
Case 22458,EngSupplierDesign Lead,2011/04/05 15:00:18.000
Case 1740,Stress WP Lead,2011/04/05 15:00:19.000
Case 3459,Stress WP Lead,2011/04/05 15:00:19.000
Case 8524,EngSupplierDesign Lead,2011/04/05 15:00:19.000
Case 10509,EngSupplierDesign Lead,2011/04/05 15:00:19.000
Case 18930,EngSupplierDesign Lead,2011/04/05 15:00:19.000
Case 22458,Stress WP Lead,2011/04/05 15:00:19.000
Case 8524,Stress WP Lead,2011/04/05 15:00:20.000
Case 10509,Stress WP Lead,2011/04/05 15:00:20.000
Case 18930,Stress WP Lead,2011/04/05 15:00:20.000
Case 9783,EngSupplierDesign Lead,2011/04/05 15:00:21.000
Case 4536,Process Creation,2011/04/05 15:00:24.000
Case 19920,Process Creation,2011/04/05 15:00:24.000
Case 19920,EngSupplierDesign Lead,2011/04/05 15:00:25.000
Case 1761,Process Creation,2011/04/05 15:00:28.000
Case 1761,EngSupplierDesign Lead,2011/04/05 15:00:28.000
Case 4049,Process Creation,2011/04/05 15:00:31.000
Case 4536,EngSupplierDesign Lead,2011/04/05 15:00:31.000
Case 11843,Process Creation,2011/04/05 15:00:31.000
Case 4049,EngSupplierDesign Lead,2011/04/05 15:00:32.000
Case 11843,EngSupplierDesign Lead,2011/04/05 15:00:32.000
Case 1793,Process Creation,2011/04/05 15:00:34.000
Case 1793,EngSupplierDesign Lead,2011/04/05 15:00:35.000
Case 1092,Process Creation,2011/04/05 15:00:37.000
Case 1092,EngSupplierDesign Lead,2011/04/05 15:00:38.000
Case 1092,Stress WP Lead,2011/04/05 15:00:41.000
Case 1761,Stress WP Lead,2011/04/05 15:00:41.000
Case 1793,Stress WP Lead,2011/04/05 15:00:41.000
Case 11843,Stress WP Lead,2011/04/05 15:00:41.000
Case 19920,Stress WP Lead,2011/04/05 15:00:41.000
Case 4049,Stress WP Lead,2011/04/05 15:00:43.000
Case 4536,Stress WP Lead,2011/04/05 15:00:43.000
Case 10839,CRA,2011/04/05 15:00:48.000
Case 11211,CRA,2011/04/05 15:00:48.000
Case 18115,CRA,2011/04/05 15:00:48.000
Case 20869,CRA,2011/04/05 15:00:48.000
Case 13286,CRA,2011/04/05 15:00:49.000
Case 13504,CRA,2011/04/05 15:00:49.000
Case 7900,WP Lead,2011/04/05 15:00:51.000
Case 11274,WP Lead,2011/04/05 15:00:51.000
Case 23883,WP Lead,2011/04/05 15:00:51.000
Case 1441,CRA,2011/04/05 15:00:54.000
Case 1761,WP Lead,2011/04/05 15:00:54.000
Case 6477,CRA,2011/04/05 15:00:54.000
Case 6809,CRA,2011/04/05 15:00:54.000
Case 11415,CRA,2011/04/05 15:00:54.000
Case 11843,WP Lead,2011/04/05 15:00:54.000
Case 14455,CRA,2011/04/05 15:00:54.000
Case 19217,CRA,2011/04/05 15:00:54.000
Case 19920,WP Lead,2011/04/05 15:00:54.000
Case 1092,WP Lead,2011/04/05 15:00:55.000
Case 1793,WP Lead,2011/04/05 15:00:55.000
Case 5711,WP Lead,2011/04/05 15:00:56.000
Case 11917,Process Creation,2011/04/05 15:00:56.000
Case 21575,WP Lead,2011/04/05 15:00:56.000
Case 17201,Process Creation,2011/04/05 15:00:58.000
Case 19157,Process Creation,2011/04/05 15:00:58.000
Case 8974,WP Lead,2011/04/05 15:00:59.000
Case 19869,ME Fabrication Checker,2011/04/05 15:00:59.000
Case 3208,WP Lead,2011/04/05 16:00:00.000
Case 10463,ME Fabrication Checker,2011/04/05 16:00:00.000
Case 19157,EngSupplierDesign Lead,2011/04/05 16:00:01.000
Case 1740,WP Lead,2011/04/05 16:00:03.000
Case 18930,WP Lead,2011/04/05 16:00:04.000
Case 22458,WP Lead,2011/04/05 16:00:04.000
Case 3459,WP Lead,2011/04/05 16:00:05.000
Case 12477,Process Creation,2011/04/05 16:00:16.000
Case 11917,EngSupplierDesign Lead,2011/04/05 16:00:18.000
Case 12477,EngSupplierDesign Lead,2011/04/05 16:00:19.000
Case 17201,EngSupplierDesign Lead,2011/04/05 16:00:19.000
Case 7047,Process Creation,2011/04/05 16:00:23.000
Case 14277,Process Creation,2011/04/05 16:00:24.000
Case 11917,Stress WP Lead,2011/04/05 16:00:30.000
Case 17201,Stress WP Lead,2011/04/05 16:00:30.000
Case 10339,Process Creation,2011/04/05 16:00:31.000
Case 10339,EngSupplierDesign Lead,2011/04/05 16:00:32.000
Case 7047,EngSupplierDesign Lead,2011/04/05 16:00:33.000
Case 14277,EngSupplierDesign Lead,2011/04/05 16:00:33.000
Case 7047,Stress WP Lead,2011/04/05 16:00:41.000
Case 10339,Stress WP Lead,2011/04/05 16:00:41.000
Case 14277,Stress WP Lead,2011/04/05 16:00:41.000
Case 9737,Process Creation,2011/04/05 16:00:42.000
Case 11079,Process Creation,2011/04/05 16:00:43.000
Case 19217,M_P,2011/04/05 16:00:49.000
Case 15139,Process Creation,2011/04/05 16:00:52.000
Case 15139,EngSupplierDesign Lead,2011/04/05 16:00:53.000
Case 11415,M_P,2011/04/05 16:00:54.000
Case 15139,WP Lead,2011/04/05 16:00:54.000
Case 6809,M_P,2011/04/05 16:00:56.000
Case 13987,WP Lead,2011/04/05 16:00:56.000
Case 16091,WP Lead,2011/04/05 16:00:56.000
Case 1441,M_P,2011/04/05 17:00:06.000
Case 6477,M_P,2011/04/05 17:00:08.000
Case 14455,M_P,2011/04/05 17:00:10.000
Case 16280,EngSupplierDesign Lead,2011/04/05 17:00:16.000
Case 9737,EngSupplierDesign Lead,2011/04/05 17:00:17.000
Case 11079,EngSupplierDesign Lead,2011/04/05 17:00:17.000
Case 3718,Process Creation,2011/04/05 17:00:23.000
Case 8563,Process Creation,2011/04/05 17:00:24.000
Case 11211,M_P,2011/04/05 17:00:28.000
Case 10839,M_P,2011/04/05 17:00:42.000
Case 21343,Process Creation,2011/04/05 17:00:55.000
Case 10098,Process Creation,2011/04/05 17:00:56.000
Case 6031,Process Creation,2011/04/05 17:00:58.000
Case 1761,CRA,2011/04/05 18:00:29.000
Case 11843,CRA,2011/04/05 18:00:29.000
Case 19920,CRA,2011/04/05 18:00:29.000
Case 19475,Process Creation,2011/04/05 18:00:48.000
Case 10463,Design Lead,2011/04/05 19:00:02.000
Case 19869,Design Lead,2011/04/05 19:00:03.000
Case 11211,Weight,2011/04/06 08:00:32.000
Case 3718,EngSupplierDesign Lead,2011/04/06 08:00:46.000
Case 8563,EngSupplierDesign Lead,2011/04/06 08:00:46.000
Case 10098,EngSupplierDesign Lead,2011/04/06 08:00:46.000
Case 21343,EngSupplierDesign Lead,2011/04/06 08:00:46.000
Case 3718,Stress WP Lead,2011/04/06 09:00:04.000
Case 8563,Stress WP Lead,2011/04/06 09:00:04.000
Case 9737,Stress WP Lead,2011/04/06 09:00:04.000
Case 10098,Stress WP Lead,2011/04/06 09:00:04.000
Case 11079,Stress WP Lead,2011/04/06 09:00:04.000
Case 21343,Stress WP Lead,2011/04/06 09:00:04.000
Case 19476,Process Creation,2011/04/06 09:00:10.000
Case 11805,Process Creation,2011/04/06 09:00:12.000
Case 75,Process Creation,2011/04/06 09:00:13.000
Case 18295,Process Creation,2011/04/06 09:00:15.000
Case 8028,Process Creation,2011/04/06 09:00:17.000
Case 8028,EngSupplierDesign Lead,2011/04/06 09:00:17.000
Case 75,EngSupplierDesign Lead,2011/04/06 09:00:18.000
Case 11805,EngSupplierDesign Lead,2011/04/06 09:00:18.000
Case 18295,EngSupplierDesign Lead,2011/04/06 09:00:18.000
Case 19476,EngSupplierDesign Lead,2011/04/06 09:00:18.000
Case 10839,Weight,2011/04/06 09:00:19.000
Case 7504,Process Creation,2011/04/06 09:00:25.000
Case 1761,Stress,2011/04/06 09:00:44.000
Case 11843,Stress,2011/04/06 09:00:44.000
Case 19920,Stress,2011/04/06 09:00:44.000
Case 8710,Process Creation,2011/04/06 09:00:49.000
Case 7504,EngSupplierDesign Lead,2011/04/06 09:00:50.000
Case 8710,EngSupplierDesign Lead,2011/04/06 09:00:50.000
Case 10839,ME Assembly Checker,2011/04/06 10:00:04.000
Case 6133,WP Lead,2011/04/06 10:00:13.000
Case 11843,ME Assembly Checker,2011/04/06 10:00:13.000
Case 13228,WP Lead,2011/04/06 10:00:13.000
Case 24672,WP Lead,2011/04/06 10:00:13.000
Case 2143,WP Lead,2011/04/06 10:00:14.000
Case 9771,WP Lead,2011/04/06 10:00:14.000
Case 14308,WP Lead,2011/04/06 10:00:14.000
Case 8524,WP Lead,2011/04/06 10:00:15.000
Case 10509,WP Lead,2011/04/06 10:00:15.000
Case 7047,WP Lead,2011/04/06 10:00:16.000
Case 11917,WP Lead,2011/04/06 10:00:16.000
Case 17201,WP Lead,2011/04/06 10:00:16.000
Case 9737,WP Lead,2011/04/06 10:00:17.000
Case 11079,WP Lead,2011/04/06 10:00:17.000
Case 14277,WP Lead,2011/04/06 10:00:17.000
Case 10098,WP Lead,2011/04/06 10:00:18.000
Case 21343,WP Lead,2011/04/06 10:00:18.000
Case 3718,WP Lead,2011/04/06 10:00:19.000
Case 8563,WP Lead,2011/04/06 10:00:19.000
Case 1761,ME Assembly Checker,2011/04/06 10:00:21.000
Case 16281,Process Creation,2011/04/06 10:00:23.000
Case 19920,ME Assembly Checker,2011/04/06 10:00:23.000
Case 16281,EngSupplierDesign Lead,2011/04/06 10:00:24.000
Case 16604,Process Creation,2011/04/06 10:00:24.000
Case 6031,EngSupplierDesign Lead,2011/04/06 10:00:29.000
Case 16604,EngSupplierDesign Lead,2011/04/06 10:00:30.000
Case 9842,Process Creation,2011/04/06 10:00:44.000
Case 9842,EngSupplierDesign Lead,2011/04/06 10:00:52.000
Case 10730,Process Creation,2011/04/06 10:00:52.000
Case 10730,EngSupplierDesign Lead,2011/04/06 10:00:53.000
Case 11843,M_P,2011/04/06 11:00:02.000
Case 1761,M_P,2011/04/06 11:00:05.000
Case 19920,M_P,2011/04/06 11:00:08.000
Case 12478,Process Creation,2011/04/06 11:00:22.000
Case 12478,EngSupplierDesign Lead,2011/04/06 11:00:23.000
Case 18090,Process Creation,2011/04/06 11:00:36.000
Case 11708,Process Creation,2011/04/06 11:00:42.000
Case 18090,EngSupplierDesign Lead,2011/04/06 11:00:48.000
Case 21034,Process Creation,2011/04/06 11:00:48.000
Case 11708,EngSupplierDesign Lead,2011/04/06 11:00:49.000
Case 21034,EngSupplierDesign Lead,2011/04/06 11:00:49.000
Case 14455,ME Fabrication Checker,2011/04/06 12:00:09.000
Case 22459,Process Creation,2011/04/06 12:00:11.000
Case 6477,ME Fabrication Checker,2011/04/06 12:00:12.000
Case 1441,ME Fabrication Checker,2011/04/06 12:00:13.000
Case 6809,ME Fabrication Checker,2011/04/06 12:00:14.000
Case 11415,ME Fabrication Checker,2011/04/06 12:00:16.000
Case 19217,ME Fabrication Checker,2011/04/06 12:00:17.000
Case 19920,ME Fabrication Checker,2011/04/06 12:00:21.000
Case 1761,ME Fabrication Checker,2011/04/06 12:00:22.000
Case 11211,ME Assembly Checker,2011/04/06 12:00:24.000
Case 11843,ME Fabrication Checker,2011/04/06 12:00:25.000
Case 22459,EngSupplierDesign Lead,2011/04/06 12:00:29.000
Case 19217,ME Assembly Checker,2011/04/06 12:00:36.000
Case 11415,ME Assembly Checker,2011/04/06 12:00:37.000
Case 6809,ME Assembly Checker,2011/04/06 12:00:38.000
Case 1441,ME Assembly Checker,2011/04/06 12:00:39.000
Case 6477,ME Assembly Checker,2011/04/06 12:00:39.000
Case 14455,ME Assembly Checker,2011/04/06 12:00:40.000
Case 14455,Stress,2011/04/06 14:00:17.000
Case 1441,Stress,2011/04/06 14:00:18.000
Case 6477,Stress,2011/04/06 14:00:18.000
Case 6809,Stress,2011/04/06 14:00:18.000
Case 11415,Stress,2011/04/06 14:00:19.000
Case 19217,Stress,2011/04/06 14:00:20.000
Case 21576,Process Creation,2011/04/06 14:00:23.000
Case 6477,Weight,2011/04/06 14:00:35.000
Case 14455,Weight,2011/04/06 14:00:35.000
Case 1441,Weight,2011/04/06 14:00:36.000
Case 6809,Weight,2011/04/06 14:00:37.000
Case 5712,Process Creation,2011/04/06 14:00:38.000
Case 11415,Weight,2011/04/06 14:00:38.000
Case 19217,Weight,2011/04/06 14:00:39.000
Case 5712,EngSupplierDesign Lead,2011/04/06 14:00:40.000
Case 21576,EngSupplierDesign Lead,2011/04/06 14:00:40.000
Case 1847,Process Creation,2011/04/06 14:00:45.000
Case 12478,Stress WP Lead,2011/04/06 15:00:16.000
Case 7692,Process Creation,2011/04/06 15:00:45.000
Case 16320,Process Creation,2011/04/06 15:00:53.000
Case 21577,Process Creation,2011/04/06 15:00:56.000
Case 18091,Process Creation,2011/04/06 15:00:58.000
Case 11709,Process Creation,2011/04/06 15:00:59.000
Case 18337,Process Creation,2011/04/06 16:00:03.000
Case 22460,Process Creation,2011/04/06 16:00:05.000
Case 21035,Process Creation,2011/04/06 16:00:07.000
Case 1847,EngSupplierDesign Lead,2011/04/06 16:00:08.000
Case 7692,EngSupplierDesign Lead,2011/04/06 16:00:08.000
Case 16320,EngSupplierDesign Lead,2011/04/06 16:00:08.000
Case 21577,EngSupplierDesign Lead,2011/04/06 16:00:08.000
Case 11709,EngSupplierDesign Lead,2011/04/06 16:00:09.000
Case 18091,EngSupplierDesign Lead,2011/04/06 16:00:09.000
Case 18337,EngSupplierDesign Lead,2011/04/06 16:00:09.000
Case 21035,EngSupplierDesign Lead,2011/04/06 16:00:09.000
Case 22460,EngSupplierDesign Lead,2011/04/06 16:00:09.000
Case 17212,Process Creation,2011/04/06 16:00:20.000
Case 20097,Process Creation,2011/04/06 16:00:31.000
Case 17212,EngSupplierDesign Lead,2011/04/06 16:00:32.000
Case 20097,EngSupplierDesign Lead,2011/04/06 16:00:32.000
Case 1847,Stress WP Lead,2011/04/06 16:00:45.000
Case 18091,Stress WP Lead,2011/04/06 16:00:50.000
Case 11709,Stress WP Lead,2011/04/06 16:00:51.000
Case 16294,Process Creation,2011/04/06 16:00:52.000
Case 8164,Process Creation,2011/04/06 16:00:53.000
Case 18337,Stress WP Lead,2011/04/06 16:00:53.000
Case 22460,Stress WP Lead,2011/04/06 16:00:55.000
Case 1205,Process Creation,2011/04/06 17:00:11.000
Case 1205,EngSupplierDesign Lead,2011/04/06 17:00:12.000
Case 8164,EngSupplierDesign Lead,2011/04/06 17:00:12.000
Case 16294,EngSupplierDesign Lead,2011/04/06 17:00:12.000
Case 3208,CRA,2011/04/06 17:00:23.000
Case 18930,CRA,2011/04/06 17:00:23.000
Case 1793,CRA,2011/04/06 17:00:25.000
Case 11415,Design Lead,2011/04/06 17:00:39.000
Case 19217,Design Lead,2011/04/06 17:00:39.000
Case 21578,Process Creation,2011/04/06 17:00:39.000
Case 6809,Design Lead,2011/04/06 17:00:40.000
Case 1441,Design Lead,2011/04/06 17:00:41.000
Case 6477,Design Lead,2011/04/06 17:00:42.000
Case 14455,Design Lead,2011/04/06 17:00:42.000
Case 7693,Process Creation,2011/04/06 17:00:49.000
Case 21578,EngSupplierDesign Lead,2011/04/06 17:00:51.000
Case 7693,EngSupplierDesign Lead,2011/04/06 17:00:52.000
Case 8029,Process Creation,2011/04/06 18:00:07.000
Case 18296,Process Creation,2011/04/06 18:00:08.000
Case 76,Process Creation,2011/04/06 18:00:09.000
Case 11806,Process Creation,2011/04/06 18:00:10.000
Case 19477,Process Creation,2011/04/06 18:00:11.000
Case 11843,Weight,2011/04/07 08:00:18.000
Case 1761,Weight,2011/04/07 08:00:19.000
Case 19920,Weight,2011/04/07 08:00:20.000
Case 1793,Weight,2011/04/07 08:00:21.000
Case 1793,ME Assembly Checker,2011/04/07 08:00:38.000
Case 19477,EngSupplierDesign Lead,2011/04/07 08:00:42.000
Case 76,EngSupplierDesign Lead,2011/04/07 08:00:43.000
Case 8029,EngSupplierDesign Lead,2011/04/07 08:00:43.000
Case 11806,EngSupplierDesign Lead,2011/04/07 08:00:43.000
Case 18296,EngSupplierDesign Lead,2011/04/07 08:00:43.000
Case 17212,Stress WP Lead,2011/04/07 08:00:45.000
Case 20097,Stress WP Lead,2011/04/07 08:00:45.000
Case 16294,Stress WP Lead,2011/04/07 08:00:46.000
Case 8164,Stress WP Lead,2011/04/07 08:00:47.000
Case 1205,Stress WP Lead,2011/04/07 08:00:48.000
Case 21578,Stress WP Lead,2011/04/07 08:00:51.000
Case 7505,Process Creation,2011/04/07 08:00:56.000
Case 7505,EngSupplierDesign Lead,2011/04/07 08:00:57.000
Case 8710,WP Lead,2011/04/07 08:00:58.000
Case 10839,ME Fabrication Checker,2011/04/07 08:00:58.000
Case 19477,WP Lead,2011/04/07 08:00:58.000
Case 7505,WP Lead,2011/04/07 08:00:59.000
Case 11211,ME Fabrication Checker,2011/04/07 08:00:59.000
Case 11806,WP Lead,2011/04/07 08:00:59.000
Case 1793,M_P,2011/04/07 09:00:11.000
Case 7900,Stress WP Lead,2011/04/07 09:00:19.000
Case 23883,Stress WP Lead,2011/04/07 09:00:19.000
Case 14123,Stress WP Lead,2011/04/07 09:00:20.000
Case 11274,Stress WP Lead,2011/04/07 09:00:21.000
Case 13196,Process Creation,2011/04/07 09:00:33.000
Case 1793,Stress,2011/04/07 09:00:34.000
Case 19920,Design Lead,2011/04/07 09:00:48.000
Case 1761,Design Lead,2011/04/07 09:00:49.000
Case 11843,Design Lead,2011/04/07 09:00:50.000
Case 6133,CRA,2011/04/07 10:00:07.000
Case 13196,EngSupplierDesign Lead,2011/04/07 10:00:07.000
Case 24672,CRA,2011/04/07 10:00:07.000
Case 2143,CRA,2011/04/07 10:00:09.000
Case 13228,CRA,2011/04/07 10:00:09.000
Case 14308,CRA,2011/04/07 10:00:10.000
Case 10509,CRA,2011/04/07 10:00:12.000
Case 7047,CRA,2011/04/07 10:00:13.000
Case 9771,CRA,2011/04/07 10:00:13.000
Case 11917,CRA,2011/04/07 10:00:13.000
Case 17201,CRA,2011/04/07 10:00:13.000
Case 9737,CRA,2011/04/07 10:00:14.000
Case 11079,CRA,2011/04/07 10:00:14.000
Case 3718,CRA,2011/04/07 10:00:15.000
Case 10098,CRA,2011/04/07 10:00:15.000
Case 21343,CRA,2011/04/07 10:00:15.000
Case 8563,CRA,2011/04/07 10:00:17.000
Case 8563,ME Assembly Checker,2011/04/07 10:00:32.000
Case 3718,ME Assembly Checker,2011/04/07 10:00:33.000
Case 21343,ME Assembly Checker,2011/04/07 10:00:35.000
Case 10098,ME Assembly Checker,2011/04/07 10:00:36.000
Case 9737,ME Assembly Checker,2011/04/07 10:00:37.000
Case 11079,ME Assembly Checker,2011/04/07 10:00:38.000
Case 7047,ME Assembly Checker,2011/04/07 10:00:40.000
Case 11917,ME Assembly Checker,2011/04/07 10:00:42.000
Case 14308,ME Assembly Checker,2011/04/07 10:00:44.000
Case 10509,ME Assembly Checker,2011/04/07 10:00:46.000
Case 13228,ME Assembly Checker,2011/04/07 10:00:47.000
Case 14278,Process Creation,2011/04/07 10:00:47.000
Case 2143,ME Assembly Checker,2011/04/07 10:00:48.000
Case 6133,ME Assembly Checker,2011/04/07 10:00:49.000
Case 24672,ME Assembly Checker,2011/04/07 10:00:49.000
Case 8525,Process Creation,2011/04/07 10:00:55.000
Case 8525,EngSupplierDesign Lead,2011/04/07 10:00:56.000
Case 14278,EngSupplierDesign Lead,2011/04/07 10:00:56.000
Case 1405,Process Creation,2011/04/07 11:00:10.000
Case 14554,Process Creation,2011/04/07 11:00:11.000
Case 1405,EngSupplierDesign Lead,2011/04/07 11:00:13.000
Case 6133,M_P,2011/04/07 11:00:13.000
Case 14554,EngSupplierDesign Lead,2011/04/07 11:00:13.000
Case 1405,WP Lead,2011/04/07 11:00:14.000
Case 14554,WP Lead,2011/04/07 11:00:14.000
Case 24672,M_P,2011/04/07 11:00:14.000
Case 1847,WP Lead,2011/04/07 11:00:24.000
Case 4536,WP Lead,2011/04/07 11:00:24.000
Case 4049,WP Lead,2011/04/07 11:00:25.000
Case 11709,WP Lead,2011/04/07 11:00:32.000
Case 18091,WP Lead,2011/04/07 11:00:32.000
